#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1520621176095768459,0.5215727520,-0.1541268671,-0.0313933043,0.2285951644,-0.1055374806,9.4754328159
1520621176100783459,0.5296258837,-0.1462592480,-0.0302660326,0.3632827482,0.0119677910,9.4635479587
1520621176105799459,0.5356814131,-0.1343370714,-0.0201758893,0.4534753267,0.1678490216,9.3648979733
1520621176110815459,0.5404925389,-0.1166015367,-0.0048985787,0.5148062801,0.2805634447,9.2224095351
1520621176115831459,0.5443114380,-0.0930554592,0.0166476162,0.5677192594,0.3896811022,9.0567636612
1520621176120846459,0.5448715912,-0.0636836995,0.0385148860,0.6242399420,0.4688199681,8.9736241264
1520621176125861459,0.5446778008,-0.0354828723,0.0622684849,0.7757634738,0.5599428392,8.9034939262
1520621176130876459,0.5442343307,-0.0093364039,0.0914179069,0.8527278074,0.6630629213,8.8863742241
1520621176135892459,0.5400191828,0.0168158720,0.1178688708,0.9296921410,0.7218148078,8.9250806973
1520621176140907459,0.5302678079,0.0383082000,0.1426712579,1.0283026935,0.7661753234,8.9717255192
1520621176145924459,0.5182571586,0.0597916292,0.1704538503,1.0848233760,0.7745649043,9.0699494323
1520621176150938459,0.5032258660,0.0783636738,0.1968670830,1.1004567563,0.8009447761,9.1336894586
1520621176155954459,0.4814014172,0.0937402136,0.2186691831,1.1389389231,0.8261237278,9.2134782735
1520621176160970459,0.4563072256,0.1076614646,0.2393840517,1.0980516209,0.7961484017,9.3173362908
1520621176165987459,0.4299506436,0.1169186140,0.2606067762,1.0343155321,0.7721705572,9.3412229247
1520621176171001459,0.4010781291,0.1253064528,0.2796631316,0.8984253805,0.7062284175,9.3182048867
1520621176176017459,0.3674307683,0.1363272649,0.2941490822,0.7865865832,0.6402844046,9.3867621200
1520621176181031459,0.3310192615,0.1508589054,0.3029853800,0.5725295303,0.6031277229,9.4574483628
1520621176186047459,0.2903343613,0.1668567213,0.3077825391,0.3825238317,0.5371897979,9.5337392885
1520621176191063459,0.2508945273,0.1785024723,0.3057803709,0.2442285447,0.4484641775,9.7129799260
1520621176196078459,0.2069212899,0.1852038406,0.2996906228,0.1047306900,0.3297601401,9.9224772450
1520621176201093459,0.1579130668,0.1890061485,0.2873654228,-0.0504005450,0.2410358309,10.0786388743
1520621176206110459,0.1066340589,0.1904961617,0.2677218994,-0.1766701549,0.1607032569,10.2240521013
1520621176211125459,0.0508198873,0.1855841411,0.2442502265,-0.3305988221,0.0587883093,10.3802148882
1520621176216141459,-0.0049990240,0.1815659417,0.2134804838,-0.4183862652,-0.0167507002,10.5682482023
1520621176221156459,-0.0640984553,0.1688107540,0.1804857487,-0.4797172185,-0.0814995064,10.7339327460
1520621176226171459,-0.1234613661,0.1493638218,0.1436527068,-0.5073762759,-0.0862939139,10.9131768086
1520621176231186459,-0.1795621005,0.1261287138,0.1073257892,-0.4917428957,-0.0407277954,11.0129245881
1520621176236203459,-0.2349144820,0.0988145178,0.0709663483,-0.4075631558,0.0000364228,11.0434433634
1520621176241218459,-0.2877535733,0.0694514166,0.0383743210,-0.3426244993,0.0587892459,11.0683211597
1520621176246234459,-0.3340641327,0.0354250807,0.0070873191,-0.1983163737,0.0983496407,10.9901764637
1520621176251249459,-0.3715744463,0.0016790066,-0.0188028771,-0.1069212275,0.1774857905,10.8985624746
1520621176256265459,-0.4035483605,-0.0285784852,-0.0408890217,-0.0588185190,0.2362399249,10.7678768519
1520621176261280459,-0.4297338709,-0.0541788444,-0.0602448726,0.0397920335,0.3129772318,10.6808435469
1520621176266296459,-0.4476178166,-0.0762924519,-0.0747196222,0.1600488048,0.3705266062,10.5355110627
1520621176271311459,-0.4582060476,-0.0934540379,-0.0875468390,0.1768847527,0.4244866140,10.3400543873
1520621176276327459,-0.4594846999,-0.1039181497,-0.0973641887,0.1985309716,0.4664548429,10.1015632588
1520621176281342459,-0.4552192100,-0.1053581015,-0.1030647022,0.2562542218,0.5096194025,9.8836384004
1520621176286359459,-0.4444027046,-0.0942666873,-0.1084112120,0.2851158469,0.5419939461,9.6381135326
1520621176291374459,-0.4275376050,-0.0703519909,-0.1136711074,0.2141643518,0.5467960337,9.4807478758
1520621176296389459,-0.4036225462,-0.0374059880,-0.1172518800,0.2021386747,0.5635849362,9.2879326592
1520621176301404459,-0.3774378747,0.0028320701,-0.1232161891,0.1660616433,0.5743800098,9.1697346035
1520621176306420459,-0.3482359432,0.0451146434,-0.1305232667,0.1335923151,0.5671876961,9.1456526330
1520621176311436459,-0.3205431180,0.0888644752,-0.1418746170,0.1468205599,0.5024330830,9.1304791503
1520621176316451459,-0.2920958749,0.1305639841,-0.1491847406,0.1408077214,0.4712559003,9.1282437905
1520621176321467459,-0.2649163462,0.1635192797,-0.1557475854,0.1023255545,0.3945139103,9.2065568350
1520621176326482459,-0.2359914982,0.1856911232,-0.1613137679,0.0878947420,0.3345580131,9.3752666360
1520621176331497459,-0.2121006440,0.1982285543,-0.1607214222,0.1636565079,0.2961796189,9.5907254118
1520621176336512459,-0.1909896997,0.1976453143,-0.1575185224,0.1323897474,0.2458181563,9.8560476770
1520621176341529459,-0.1716495576,0.1856850053,-0.1497997756,0.1263769088,0.1930564460,10.0002635036
1520621176346545459,-0.1563451610,0.1606013476,-0.1386565034,0.1347948828,0.1750686840,10.1268727993
1520621176351558459,-0.1440613685,0.1308499855,-0.1259199245,0.1588462370,0.1450883002,10.2986652369
1520621176356576459,-0.1322890612,0.0943958538,-0.1129629973,0.1083383931,0.1462913744,10.2805613766
1520621176361591459,-0.1225228400,0.0585120487,-0.0956691558,0.0482100075,0.1247115297,10.2323576315
1520621176366607459,-0.1114984545,0.0232085912,-0.0772910181,-0.0443877064,0.1127273373,10.2065413033
1520621176371622459,-0.1024767599,-0.0062672349,-0.0591352308,-0.1105289307,0.0659660121,10.1514477758
1520621176376638459,-0.0937012207,-0.0334186392,-0.0385262791,-0.1898983997,0.0467859469,10.1696711783
1520621176381652459,-0.0811539917,-0.0561854154,-0.0224902622,-0.2452165145,-0.0083702042,10.0842647478
1520621176386668459,-0.0670861265,-0.0707986616,-0.0042304320,-0.2800909782,0.0228101629,9.9497650930
1520621176391684459,-0.0524999193,-0.0760976040,0.0178872460,-0.3029397647,0.0168162403,9.8000767656
1520621176396700459,-0.0366554498,-0.0770114461,0.0348955646,-0.3137628741,0.0863672278,9.6664677347
1520621176401714459,-0.0185409757,-0.0718053269,0.0519463675,-0.2572421916,0.0587825961,9.4776771713
1520621176406731459,0.0018449145,-0.0581423430,0.0668930722,-0.2115446185,0.0108134201,9.4145233792
1520621176411746459,0.0212226651,-0.0453480789,0.0796706074,-0.1826829934,-0.0467475681,9.3329485093
1520621176416762459,0.0421014813,-0.0360432826,0.0899837521,-0.1923035351,-0.0959115762,9.2842800466
1520621176421778459,0.0602130701,-0.0261444170,0.0957071967,-0.1478085298,-0.1270926926,9.3187416810
1520621176426792459,0.0788200469,-0.0194411146,0.0978881573,-0.1201494724,-0.1930475701,9.3452660893
1520621176431807459,0.0956654699,-0.0139011258,0.0989813091,-0.1081237952,-0.2338192811,9.4277010170
1520621176436824459,0.1099927219,-0.0089303219,0.0946637640,-0.1321751495,-0.2841813057,9.5151450270
1520621176441839459,0.1233093252,-0.0071614996,0.0889709023,-0.1273648786,-0.3225541738,9.6092692859
1520621176446855459,0.1378750719,-0.0120998565,0.0853889433,-0.1634419100,-0.3669195597,9.6642844690
1520621176451869459,0.1466600713,-0.0155740857,0.0783117377,-0.2500267854,-0.3357351652,9.7383118993
1520621176456885459,0.1549397444,-0.0213810449,0.0717587726,-0.3378142284,-0.3249360642,9.8065601937
1520621176461901459,0.1629538719,-0.0347509884,0.0602786479,-0.4015503172,-0.3549096108,9.9094784632
1520621176466917459,0.1659457159,-0.0463789645,0.0504444716,-0.4436401871,-0.3513089114,9.9273167915
1520621176471932459,0.1701948028,-0.0571308379,0.0400735391,-0.5001608697,-0.3309191222,9.9906028239
1520621176476948459,0.1754464426,-0.0708005333,0.0313017842,-0.4688941091,-0.3141335914,9.9751742502
1520621176481962459,0.1774396815,-0.0809872777,0.0271620540,-0.3642707181,-0.1954268379,9.9519594106
1520621176486979459,0.1786826267,-0.0903081766,0.0260063980,-0.2584447593,-0.0467416675,9.9879729741
1520621176491994459,0.1766578520,-0.0999202830,0.0243134946,-0.2680653011,-0.0527366204,9.9810995975
1520621176497010459,0.1751295161,-0.1139022320,0.0223157656,-0.1947086706,-0.0239629635,10.0233568513
1520621176502024459,0.1705859902,-0.1275939780,0.0203258604,-0.0155260813,0.0695560342,10.0343051729
1520621176507041459,0.1665558352,-0.1354673061,0.0218965800,0.0830844711,0.1295053753,9.9356667991
1520621176512057459,0.1635353134,-0.1421841719,0.0269914217,0.1768847527,0.2626026568,9.8823275301
1520621176517072459,0.1592679770,-0.1416161883,0.0318736283,0.2261900290,0.3189584167,9.8074154508
1520621176522088459,0.1535008491,-0.1372702663,0.0403046320,0.2875209823,0.3357416059,9.7126684619
1520621176527103459,0.1467396992,-0.1253516540,0.0498774864,0.3067620657,0.3369392478,9.7101557238
1520621176532118459,0.1409844071,-0.1119713548,0.0578363139,0.3272057169,0.3477299194,9.6890276226
1520621176537135459,0.1369897475,-0.0971319868,0.0652618981,0.2682798989,0.3393405258,9.6733393403
1520621176542149459,0.1314865501,-0.0817053415,0.0708009074,0.2153669196,0.3177601192,9.6634161153
1520621176547165459,0.1209570742,-0.0642307756,0.0725771703,0.1792898882,0.3033732439,9.6812134584
1520621176552180459,0.1131888903,-0.0502575684,0.0764859893,0.1600488048,0.2386211596,9.7128417704
1520621176557196459,0.1041624911,-0.0394988245,0.0836192388,0.1011229868,0.1882618511,9.7948145072
1520621176562212459,0.0908519644,-0.0348484461,0.0861144576,0.0109304084,0.1175195907,9.9282457882
1520621176567227459,0.0770324577,-0.0360310542,0.0904599694,-0.0371723002,0.0119989798,9.9915726659
1520621176572243459,0.0642126498,-0.0401220147,0.0928875621,-0.1009083890,0.0132030842,10.0247318953
1520621176577258459,0.0486173855,-0.0503236636,0.0917565074,-0.1057186598,-0.0407578602,10.0631820862
1520621176582273459,0.0352889112,-0.0579070648,0.0925350812,-0.0383748679,-0.0767373179,10.1136960172
1520621176587290459,0.0212070265,-0.0643215810,0.0919712180,-0.0672364930,-0.0911247551,10.1128288267
1520621176592305459,0.0083763552,-0.0751085582,0.0921833127,-0.0816673055,-0.0443571547,10.1071129634
1520621176597319459,-0.0039524673,-0.0867709489,0.0929288964,-0.0792621701,0.0048074154,10.1535273685
1520621176602335459,-0.0162834930,-0.1013530123,0.0958166164,-0.0095132428,0.0407761958,10.2306770400
1520621176607352459,-0.0273653244,-0.1200081394,0.0965065124,0.0073227052,0.0947362036,10.2339469808
1520621176612368459,-0.0354235213,-0.1337129187,0.0988518756,0.0217535178,0.1678826455,10.2209516070
1520621176617383459,-0.0412201581,-0.1465382876,0.0995764322,0.0121329761,0.1822730799,10.1245732671
1520621176622399459,-0.0470109025,-0.1561635258,0.1022192640,0.0602356846,0.2146461249,10.0380748401
1520621176627413459,-0.0472716652,-0.1649131728,0.1051290430,0.1059332577,0.2590107615,9.9666960012
1520621176632428459,-0.0432578819,-0.1710350432,0.1066981660,0.1359974505,0.2566101391,9.8536777499
1520621176637444459,-0.0402504739,-0.1751045040,0.1034148914,0.1480231276,0.2326263941,9.8408005026
1520621176642461459,-0.0349762799,-0.1780191954,0.1044650429,0.1347948828,0.1642764202,9.8224016073
1520621176647476459,-0.0292048044,-0.1820868447,0.1009060885,0.0951101483,0.1319027195,9.7926037035
1520621176652490459,-0.0211705417,-0.1861572501,0.0986956630,0.0734639294,0.0971293331,9.8079561768
1520621176657508459,-0.0118786753,-0.1858403697,0.0905642404,0.0698562263,0.0371725929,9.7696990084
1520621176662522459,-0.0010820072,-0.1875618619,0.0821439100,0.0578305492,-0.0131903682,9.7791623229
1520621176667538459,0.0074520933,-0.1892813265,0.0726455966,0.0590331169,-0.0083939002,9.8790903205
1520621176672553459,0.0152294392,-0.1924550954,0.0620553843,0.0939075805,-0.0431716886,9.9612970055
1520621176677570459,0.0245066590,-0.2014559641,0.0514179099,0.1047306900,-0.0155923018,10.0518119936
1520621176682584459,0.0322779322,-0.2095854552,0.0416015429,0.1432128568,0.0167814925,10.0316494124
1520621176687600459,0.0400501268,-0.2180107014,0.0334062281,0.1961258361,0.0443576012,9.9834595930
1520621176692616459,0.0480801751,-0.2217744252,0.0255165618,0.2225823258,0.0611435066,9.9308892331
1520621176697631459,0.0568706748,-0.2208764296,0.0179316107,0.2947363886,0.1055060827,9.8232264204
1520621176702646459,0.0671771886,-0.2162000425,0.0141604019,0.3741058577,0.1090973224,9.7527217414
1520621176707663459,0.0794996326,-0.2089069628,0.0128403801,0.4462599204,0.0875071752,9.6637175456
1520621176712677459,0.0898052682,-0.2042276619,0.0079869877,0.5400602021,0.0970929931,9.6232823020
1520621176717693459,0.1023677045,-0.2050925222,0.0063337069,0.6482912962,0.0563137893,9.6757272263
1520621176722709459,0.1189456452,-0.2088652818,0.0030274523,0.7469018487,0.1282545346,9.6979401304
1520621176727724459,0.1327625959,-0.2111865724,0.0013607224,0.8298790209,0.1774128294,9.6366530530
1520621176732738459,0.1491064248,-0.2079916969,0.0075773950,0.8491201043,0.2049915606,9.5330080654
1520621176737756459,0.1657070137,-0.1986681782,0.0103231889,0.8190559115,0.2277775701,9.4798198525
1520621176742772459,0.1810599451,-0.1852766950,0.0171606281,0.6903811662,0.2145970471,9.5171116188
1520621176747787459,0.1974105093,-0.1756648040,0.0209912955,0.6290502128,0.1786276110,9.5665537029
1520621176752801459,0.2142637183,-0.1648820790,0.0229361004,0.6338604837,0.1726315343,9.5688370173
1520621176757818459,0.2288540028,-0.1561450308,0.0267633656,0.6290502128,0.1786276110,9.5607429832
1520621176762834459,0.2444513723,-0.1468284618,0.0319459395,0.6206322388,0.1690351433,9.5492128337
1520621176767849459,0.2580376454,-0.1386811324,0.0382055384,0.6639246765,0.1834214566,9.5173995329
1520621176772865459,0.2706174884,-0.1325789875,0.0463452639,0.6639246765,0.1342566992,9.4535295583
1520621176777880459,0.2804358590,-0.1247310753,0.0550445537,0.5833526397,0.0707085320,9.4404300446
1520621176782894459,0.2920102047,-0.1165794344,0.0594140652,0.5665166917,0.0095536816,9.4557614231
1520621176787910459,0.3015691496,-0.1101681473,0.0605274211,0.5039831707,-0.0563941713,9.4912987183
1520621176792926459,0.3066026494,-0.1046298721,0.0605603253,0.4402470819,-0.0911642796,9.5058987246
1520621176797942459,0.3128918633,-0.0952834382,0.0533150568,0.3933469411,-0.0899614865,9.5772448337
1520621176802956459,0.3159084333,-0.0885534607,0.0433503889,0.3560673420,-0.0599800724,9.5740920251
1520621176807973459,0.3186719443,-0.0832812327,0.0336456182,0.3476493680,-0.0611785572,9.6032287287
1520621176812988459,0.3196692792,-0.0835474567,0.0244429678,0.4005623473,-0.0479921336,9.6375651621
1520621176818004459,0.3164017436,-0.0806195943,0.0187898022,0.4161957276,0.0191585125,9.6257260738
1520621176823019459,0.3143915844,-0.0762306748,0.0117926890,0.4306265402,0.0503350396,9.6673923927
1520621176828035459,0.3098591062,-0.0800073341,0.0069023638,0.4414496496,0.0287496691,9.7126317095
1520621176833050459,0.3010532698,-0.0855376165,0.0033593638,0.4955651967,0.0743127904,9.7492491536
1520621176838065459,0.2904833275,-0.0942716325,-0.0010164607,0.5532884469,0.1486550010,9.8218298810
1520621176843081459,0.2796651599,-0.1030159451,-0.0016041759,0.6206322388,0.1846239688,9.8885436670
1520621176848097459,0.2655709965,-0.1199268602,0.0001868429,0.6927863016,0.2217917023,9.9377773041
1520621176853112459,0.2484622154,-0.1359640748,0.0017195857,0.7637377967,0.2925354613,9.9195855554
1520621176858128459,0.2306026585,-0.1508411456,0.0051564424,0.8034225312,0.3452945492,9.9040399662
1520621176863143459,0.2177781383,-0.1601850403,0.0105200245,0.8515252397,0.3908581389,9.8303122600
1520621176868158459,0.2024490744,-0.1642893687,0.0175515647,0.8238661823,0.4388259100,9.7433739061
1520621176873174459,0.1873770841,-0.1599245081,0.0176129144,0.7456992810,0.4796027723,9.6534477488
1520621176878190459,0.1720608320,-0.1511926203,0.0190608065,0.7360787393,0.5107811726,9.7104560402
1520621176883205459,0.1567484965,-0.1392540457,0.0199920608,0.7096222496,0.5131815139,9.7141976447
1520621176888221459,0.1441962298,-0.1284711851,0.0176627381,0.6735452182,0.5011929195,9.7378033688
1520621176893237459,0.1278735162,-0.1171012048,0.0131804952,0.6759503536,0.5167815577,9.7842505155
1520621176898252459,0.1113056588,-0.1028247620,0.0114264088,0.6555067025,0.4987960436,9.8541956788
1520621176903268459,0.0964936001,-0.0885367036,0.0056108670,0.6062014263,0.5107912879,9.9092846585
1520621176908282459,0.0784132022,-0.0762939873,0.0014091063,0.6182271034,0.5083920704,9.8661706204
1520621176913299459,0.0630953781,-0.0643372020,-0.0044232868,0.6518989994,0.4975971841,9.8356376600
1520621176918314459,0.0442567359,-0.0523730539,-0.0134956965,0.6759503536,0.5635480342,9.8516092606
1520621176923330459,0.0299463497,-0.0392525220,-0.0185094265,0.7132299527,0.5539520074,9.7966349927
1520621176928346459,0.0148786836,-0.0269991547,-0.0262338845,0.7312684684,0.5839291130,9.7580794329
1520621176933360459,0.0003149325,-0.0147499610,-0.0323360005,0.7469018487,0.5299665764,9.7498448797
1520621176938377459,-0.0134969883,-0.0033717119,-0.0395283696,0.7589275258,0.5467536057,9.7253064354
1520621176943392459,-0.0247979907,0.0056728035,-0.0453904611,0.7829788801,0.5011843964,9.7111710417
1520621176948407459,-0.0376077544,0.0138418460,-0.0509858757,0.8058276666,0.4544161404,9.7609664399
1520621176953423459,-0.0509177831,0.0240518403,-0.0571058870,0.7601300935,0.4496231378,9.7439837501
1520621176958438459,-0.0619694665,0.0316395314,-0.0629795606,0.7781686092,0.4292363457,9.7438280530
1520621176963454459,-0.0742757113,0.0395130158,-0.0669548563,0.7889917186,0.4460234687,9.7518413444
1520621176968469459,-0.0855755298,0.0479682062,-0.0703864809,0.8166507760,0.4472204549,9.7236795039
1520621176973486459,-0.0948655300,0.0558406868,-0.0735557396,0.7925994218,0.4316335026,9.7506581174
1520621176978500459,-0.1041585685,0.0605035669,-0.0751261769,0.7853840155,0.4544177326,9.7332739709
1520621176983515459,-0.1111913721,0.0631232709,-0.0750931009,0.7793711769,0.4496216392,9.7554179087
1520621176988531459,-0.1159667124,0.0616601070,-0.0734720732,0.7986122603,0.4592132641,9.7621941368
1520621176993547459,-0.1197363281,0.0610736759,-0.0726578808,0.7793711769,0.4843967115,9.7611947177
1520621176998563459,-0.1232524888,0.0622363787,-0.0721013626,0.7649403644,0.5035840822,9.7183171426
1520621177003578459,-0.1235042738,0.0610671000,-0.0707570587,0.8046250989,0.4987844297,9.7330434245
1520621177008594459,-0.1230038363,0.0578547828,-0.0680769871,0.7829788801,0.4927904135,9.7506921215
1520621177013609459,-0.1230000570,0.0590130366,-0.0653626358,0.7709532029,0.5119775969,9.7484661747
1520621177018624459,-0.1219966298,0.0546288223,-0.0602574770,0.7721557707,0.4939903968,9.7705527449
1520621177023641459,-0.1172274563,0.0487949897,-0.0573348016,0.7084196819,0.4784065353,9.7432968594
1520621177028656459,-0.1127112087,0.0420883619,-0.0549594205,0.7168376559,0.5023886882,9.7269215219
1520621177033671459,-0.1079392674,0.0368307424,-0.0495973858,0.7156350881,0.5071853435,9.6525513365
1520621177038687459,-0.1029165095,0.0318675197,-0.0453157784,0.6867734630,0.4939970467,9.6691151359
1520621177043703459,-0.0983968315,0.0271983983,-0.0421131981,0.6470887285,0.5107881034,9.6392692892
1520621177048718459,-0.0921187634,0.0228249927,-0.0402643911,0.6350630514,0.4832088103,9.6638182577
1520621177053733459,-0.0818197807,0.0190381168,-0.0392302433,0.5821500720,0.4916069143,9.6561900871
1520621177058749459,-0.0740295170,0.0190411689,-0.0392447117,0.5484781760,0.5155923452,9.6506837221
1520621177063765459,-0.0664948567,0.0184730085,-0.0435918939,0.5075908738,0.5515697424,9.6336144545
1520621177068780459,-0.0554336153,0.0219761401,-0.0443973904,0.5124011447,0.5119977338,9.6231469269
1520621177073799459,-0.0443687593,0.0307358482,-0.0494916057,0.4847420873,0.5012076241,9.5815894849
1520621177078811459,-0.0345647530,0.0362898341,-0.0546079413,0.4991728998,0.5000073598,9.6000444968
1520621177083825459,-0.0247585512,0.0418365358,-0.0570188180,0.4546778944,0.4748288763,9.6202585873
1520621177088843459,-0.0159573684,0.0476749566,-0.0596961505,0.4005623473,0.4364605975,9.6161741579
1520621177093858459,-0.0066615032,0.0491493623,-0.0648426759,0.4077777536,0.4112780866,9.5719670134
1520621177098888459,0.0031443457,0.0541118380,-0.0667169069,0.3849289671,0.3405305812,9.5745826884
1520621177103889459,0.0119427137,0.0582034085,-0.0699486698,0.4029674828,0.2901652785,9.6116448313
1520621177108904459,0.0197272183,0.0555912842,-0.0726886049,0.4161957276,0.3153461971,9.6045186558
1520621177113920459,0.0292683448,0.0488902677,-0.0716752878,0.4703112747,0.3141428420,9.6005066658
1520621177118935459,0.0360427614,0.0392692238,-0.0687852463,0.4943626290,0.3309289347,9.6409312323
1520621177123952459,0.0455778623,0.0287831222,-0.0688830129,0.5220216864,0.3692992741,9.6615431883
1520621177128967459,0.0526051145,0.0191570778,-0.0640996168,0.6001885877,0.4376441903,9.6688507150
1520621177133981459,0.0593792606,0.0069026467,-0.0571713946,0.6687349473,0.5491589111,9.7308305518
1520621177138997459,0.0671613267,-0.0044823360,-0.0483445488,0.6711400828,0.5983234811,9.7075163197
1520621177144013459,0.0764538673,-0.0147048319,-0.0381588815,0.6386707545,0.6211096780,9.6671351003
1520621177149028459,0.0857523944,-0.0193859229,-0.0298247969,0.6506964316,0.6702734987,9.6913751299
1520621177154043459,0.0910325160,-0.0223202819,-0.0214699061,0.6122142648,0.6918610235,9.7103229469
1520621177159059459,0.0990795239,-0.0220425008,-0.0152600626,0.5725295303,0.6498941994,9.6735615341
1520621177164074459,0.1051124953,-0.0223388067,-0.0125680281,0.5027806029,0.5947391722,9.6789427928
1520621177169091459,0.1131560337,-0.0223422120,-0.0101480501,0.4522727590,0.5707602975,9.7108356787
1520621177174106459,0.1191928392,-0.0173826699,-0.0114741885,0.4378419465,0.5072069790,9.7214974099
1520621177179121459,0.1224654949,-0.0103757780,-0.0160261821,0.4017649151,0.4844261207,9.7358165065
1520621177184137459,0.1234729405,-0.0062850743,-0.0200551143,0.3765109931,0.4616444195,9.7697867048
1520621177189152459,0.1237254822,-0.0013132281,-0.0267814359,0.3741058577,0.4820299941,9.8139517064
1520621177194169459,0.1244841851,0.0062812757,-0.0334886833,0.3632827482,0.4988188029,9.8605264393
1520621177199182459,0.1209733602,0.0159145259,-0.0404429806,0.3921443734,0.4952191338,9.8672218897
1520621177204199459,0.1199760057,0.0252544625,-0.0463219847,0.3789161285,0.5287960959,9.8498857445
1520621177209214459,0.1154605108,0.0343001792,-0.0516555860,0.4198034308,0.5935464944,9.8250196053
1520621177214230459,0.1122056421,0.0450888680,-0.0548138152,0.4546778944,0.6043360420,9.8095617632
1520621177219246459,0.1109571142,0.0520867034,-0.0566519488,0.4715138424,0.6079321521,9.8593665744
1520621177224261459,0.1074461089,0.0599643622,-0.0609141257,0.4462599204,0.5827521700,9.8642855125
1520621177229278459,0.1021736792,0.0658001832,-0.0646475053,0.4606907330,0.5839501865,9.8746031781
1520621177234292459,0.0966461674,0.0690141734,-0.0686709719,0.4703112747,0.6115296670,9.9256169768
1520621177239308459,0.0913688096,0.0710612671,-0.0721627058,0.4751215456,0.6247198370,9.9546108927
1520621177244323459,0.0873468875,0.0713561754,-0.0740468364,0.5220216864,0.6630886778,9.9947920151
1520621177249338459,0.0808066964,0.0672771459,-0.0751480084,0.5532884469,0.7290389660,10.0130176732
1520621177254356459,0.0742671599,0.0617324526,-0.0730137450,0.5953783168,0.7734038835,10.0253483142
1520621177259370459,0.0682351882,0.0582203636,-0.0681593945,0.6170245357,0.7746013381,10.0495414769
1520621177264386459,0.0606926518,0.0526679921,-0.0633178053,0.6206322388,0.8081769889,10.0378521807
1520621177269401459,0.0536487534,0.0442019723,-0.0584993804,0.5977834523,0.8057804876,10.0508604989
1520621177274417459,0.0466078071,0.0395312357,-0.0563575144,0.5544910146,0.7590173829,10.0153010226
1520621177279431459,0.0385664602,0.0380638782,-0.0536482357,0.4919574935,0.7302428830,9.9996677343
1520621177284447459,0.0300179484,0.0363187794,-0.0560806187,0.4378419465,0.6906754638,10.0002330500
1520621177289464459,0.0187083603,0.0366108324,-0.0579512143,0.4041700505,0.6762884012,9.9587376413
