#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
1403636869851666432.0000000000,4.7323028588,-1.8879392063,0.8021962635,0.2936763007,0.7691094814,0.5248250962,-0.216294832137
1403636869901666560.0000000000,4.7329511542,-1.8683075909,0.8024931325,0.2971895878,0.7704056578,0.5209026822,-0.216365124383
1403636869951666432.0000000000,4.7338095196,-1.8471559032,0.8027012223,0.3007038411,0.7715729209,0.5169018014,-0.216944590414
1403636870001666560.0000000000,4.7348089959,-1.8242698804,0.8025449486,0.3033150787,0.7730698798,0.5132955555,-0.216542367063
1403636870051666432.0000000000,4.7361907145,-1.8003947070,0.8020857984,0.3042303625,0.7754859358,0.5096192766,-0.21529896156
1403636870101666560.0000000000,4.7376655515,-1.7753018969,0.8014834307,0.3038680838,0.7784985942,0.5065212008,-0.212227235766
1403636870151666432.0000000000,4.7396343229,-1.7493527947,0.8010059090,0.3031969521,0.7813128026,0.5044533750,-0.207722664324
1403636870201666560.0000000000,4.7417609140,-1.7228919442,0.8009205315,0.3030370150,0.7828858779,0.5039150943,-0.20329251708
1403636870251666432.0000000000,4.7438572047,-1.6967621091,0.8012535403,0.3032630293,0.7841768574,0.5025147054,-0.201437737702
1403636870301666560.0000000000,4.7455792580,-1.6706242761,0.8018071436,0.3053655799,0.7847984147,0.5002312826,-0.201524129788
