#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
1403715890434057984.0000000000,0.9084198409,2.0901995411,0.9292838525,0.3465330823,0.5480304361,-0.6215657604,0.439583290772
1403715890484058112.0000000000,0.9084151660,2.0902734540,0.9292821109,0.3465990589,0.5481142257,-0.6214735372,0.43955719822
1403715890534057984.0000000000,0.9084289274,2.0903358353,0.9292758274,0.3465110227,0.5480232196,-0.6215670306,0.439607880132
1403715890584058112.0000000000,0.9084540429,2.0903822396,0.9292848382,0.3462889287,0.5480878426,-0.6216358142,0.439605060424
1403715890634057984.0000000000,0.9084492405,2.0904005308,0.9292578381,0.3461453677,0.5482198369,-0.6215192386,0.439718354174
1403715890684058112.0000000000,0.9084246487,2.0904927923,0.9292554171,0.3462684790,0.5480886109,-0.6215133319,0.439793353046
1403715890734057984.0000000000,0.9083966904,2.0905919419,0.9292560156,0.3461511125,0.5483135239,-0.6213835680,0.439788754082
1403715890784058112.0000000000,0.9084006619,2.0906935271,0.9292885164,0.3461800530,0.5483591247,-0.6213637663,0.43973709316
1403715890834057984.0000000000,0.9084217461,2.0906836998,0.9293678865,0.3462488654,0.5482991528,-0.6212598248,0.439904526437
1403715890884058112.0000000000,0.9084527177,2.0906308249,0.9293985113,0.3462614733,0.5482364059,-0.6212592685,0.439973586205
1403715890934057984.0000000000,0.9084913506,2.0905631426,0.9293833653,0.3462656890,0.5481795067,-0.6213569636,0.439903199522
1403715890984058112.0000000000,0.9084454739,2.0904929094,0.9293760381,0.3462608651,0.5482013181,-0.6212989483,0.439961754001
1403715891034057984.0000000000,0.9084201750,2.0904111995,0.9293663564,0.3462797177,0.5481540709,-0.6213147275,0.439983501004
1403715891084058112.0000000000,0.9084082104,2.0903417346,0.9293188360,0.3462625511,0.5481435211,-0.6213017587,0.440028465688
1403715891134057984.0000000000,0.9083953462,2.0903248551,0.9292844303,0.3463370063,0.5481769355,-0.6213120945,0.439913635503
1403715891184058112.0000000000,0.9083900031,2.0903248643,0.9292765451,0.3462914757,0.5481340262,-0.6212955850,0.440026248341
1403715891234057984.0000000000,0.9084161259,2.0903420591,0.9292525434,0.3463159597,0.5481450436,-0.6213118523,0.43997028239
1403715891284058112.0000000000,0.9084444677,2.0903453368,0.9292073619,0.3462974051,0.5481671272,-0.6213508076,0.439902354797
1403715891334057984.0000000000,0.9083868607,2.0903312127,0.9291765401,0.3463277017,0.5481216335,-0.6213475948,0.439939728078
1403715891384058112.0000000000,0.9083496314,2.0903567788,0.9291677111,0.3463188764,0.5481109736,-0.6213871031,0.439904153817
1403715891434057984.0000000000,0.9083374548,2.0903801998,0.9291499630,0.3462763336,0.5481181553,-0.6213715958,0.439950597857
1403715891484058112.0000000000,0.9083121604,2.0903990639,0.9291054848,0.3462572616,0.5481763492,-0.6213663667,0.439900485586
1403715891534057984.0000000000,0.9082830921,2.0904379556,0.9291328856,0.3462890533,0.5481791993,-0.6213457242,0.439901066242
1403715891584058112.0000000000,0.9082760905,2.0904549003,0.9292108297,0.3463895704,0.5480704860,-0.6213584558,0.439939401801
1403715891634057984.0000000000,0.9082991422,2.0904643102,0.9292501690,0.3463517847,0.5480674371,-0.6213898803,0.439928564936
1403715891684058112.0000000000,0.9083043108,2.0904897693,0.9292921179,0.3463785238,0.5480986322,-0.6213645898,0.439904369342
1403715891734057984.0000000000,0.9083162130,2.0905061043,0.9293395507,0.3463985820,0.5480922389,-0.6213987525,0.439848281159
1403715891784058112.0000000000,0.9083645191,2.0904978008,0.9293884537,0.3464620167,0.5479929020,-0.6214091283,0.439907428367
1403715891834057984.0000000000,0.9083397915,2.0905179075,0.9295847475,0.3467854544,0.5477747888,-0.6212534643,0.440144024696
1403715891884058112.0000000000,0.9083261133,2.0904648723,0.9295229803,0.3466276190,0.5479070494,-0.6212975239,0.44004152727
1403715891934057984.0000000000,0.9084138956,2.0905486842,0.9293884212,0.3465772798,0.5479454559,-0.6214570616,0.439808011633
1403715891984058112.0000000000,0.9084037671,2.0905330971,0.9293685871,0.3464210351,0.5479676815,-0.6214261969,0.439947006256
1403715892034057984.0000000000,0.9083427488,2.0906219179,0.9294112936,0.3465850884,0.5479454533,-0.6214073013,0.439872166148
1403715892084058112.0000000000,0.9083403264,2.0906877556,0.9293631307,0.3464709540,0.5479815703,-0.6214218147,0.439896584279
1403715892134057984.0000000000,0.9082927684,2.0907287686,0.9293749674,0.3465014643,0.5479317466,-0.6215139734,0.439804407871
1403715892184058112.0000000000,0.9080546004,2.0908258380,0.9297590810,0.3470821495,0.5475410267,-0.6213897326,0.440008642776
1403715892234057984.0000000000,0.9079516170,2.0907454343,0.9299156920,0.3465591802,0.5478414264,-0.6213878043,0.440049659557
1403715892284058112.0000000000,0.9081241397,2.0906565183,0.9298480849,0.3466034824,0.5476488886,-0.6216200274,0.439926428294
1403715892334057984.0000000000,0.9081912143,2.0905067821,0.9297409405,0.3467656738,0.5476417651,-0.6215242939,0.439942742496
1403715892384058112.0000000000,0.9083121348,2.0904555729,0.9298314899,0.3467165670,0.5476586259,-0.6216812025,0.439738711207
1403715892434057984.0000000000,0.9083121265,2.0903011417,0.9298891861,0.3466750404,0.5476909941,-0.6215445660,0.439924247859
1403715892484058112.0000000000,0.9084163761,2.0902366391,0.9298584288,0.3465984344,0.5477220203,-0.6216249657,0.439832372352
1403715892534057984.0000000000,0.9083633750,2.0902306060,0.9301209556,0.3466596128,0.5476948872,-0.6215496181,0.439924420346
1403715892584058112.0000000000,0.9082539388,2.0902864164,0.9304066773,0.3468775174,0.5475402223,-0.6215162625,0.439992304847
1403715892634057984.0000000000,0.9081814437,2.0904211966,0.9303100765,0.3469274413,0.5475285230,-0.6215303184,0.439947645059
1403715892684058112.0000000000,0.9081549394,2.0904847067,0.9303230929,0.3470036616,0.5474561039,-0.6216135195,0.439860097674
1403715892734057984.0000000000,0.9082221759,2.0905521898,0.9306371712,0.3471388883,0.5474140490,-0.6215105443,0.4399512411
1403715892784058112.0000000000,0.9084418898,2.0906235508,0.9307141032,0.3474058763,0.5472857295,-0.6214336223,0.440008795983
1403715892834057984.0000000000,0.9087761149,2.0907221945,0.9305137728,0.3476079456,0.5471619199,-0.6213937759,0.440059456042
1403715892884058112.0000000000,0.9090316080,2.0907853155,0.9306419994,0.3475329952,0.5471531161,-0.6215991446,0.43983950282
1403715892934057984.0000000000,0.9089788964,2.0907483788,0.9308118686,0.3476135626,0.5470514291,-0.6216903908,0.439773354126
1403715892984058112.0000000000,0.9087766252,2.0906691536,0.9310771633,0.3477262682,0.5470033712,-0.6213754695,0.4401889142
1403715893034057984.0000000000,0.9086367800,2.0905954965,0.9313632205,0.3479897673,0.5468563227,-0.6214658735,0.440035739805
1403715893084058112.0000000000,0.9084166774,2.0903981620,0.9318647108,0.3484289094,0.5465151863,-0.6215541045,0.439987433184
1403715893134057984.0000000000,0.9082848912,2.0903825326,0.9322114962,0.3486875625,0.5462305388,-0.6215722548,0.440110343286
1403715893184058112.0000000000,0.9080742191,2.0903422734,0.9322257435,0.3493856868,0.5458203359,-0.6212280703,0.440551344892
1403715893234057984.0000000000,0.9078059825,2.0902236683,0.9321619156,0.3497679959,0.5455585230,-0.6210433859,0.440832575855
1403715893284058112.0000000000,0.9077738662,2.0902508173,0.9322918540,0.3500749601,0.5454996832,-0.6209682061,0.440767631488
1403715893334057984.0000000000,0.9076033780,2.0903059185,0.9324534633,0.3507969122,0.5449860246,-0.6206855448,0.441226941541
1403715893384058112.0000000000,0.9074065015,2.0904118595,0.9325677879,0.3510665442,0.5448198385,-0.6205308729,0.441435228437
1403715893434057984.0000000000,0.9073682453,2.0905580263,0.9336357726,0.3521719894,0.5441750331,-0.6201221239,0.441924172912
1403715893484058112.0000000000,0.9071529488,2.0910095944,0.9369885813,0.3570121702,0.5418830793,-0.6174297265,0.444618456033
1403715893534057984.0000000000,0.9070420524,2.0922856531,0.9415959665,0.3642218583,0.5382294982,-0.6137640235,0.44826908059
1403715893584058112.0000000000,0.9074599602,2.0940546773,0.9471786137,0.3706043844,0.5345865730,-0.6106094170,0.451692070024
1403715893634057984.0000000000,0.9073202222,2.0967926211,0.9535188349,0.3769081957,0.5306159480,-0.6085305997,0.453957527619
1403715893684058112.0000000000,0.9062582353,2.1000662087,0.9595423836,0.3803633619,0.5288933618,-0.6077483891,0.454133703131
1403715893734057984.0000000000,0.9046692845,2.1033181376,0.9663484683,0.3824553687,0.5276874265,-0.6082188031,0.453148715556
1403715893784058112.0000000000,0.9021175377,2.1067930963,0.9736088221,0.3820666397,0.5279376076,-0.6087637152,0.452452985828
1403715893834057984.0000000000,0.8988790204,2.1107922270,0.9806446072,0.3784291217,0.5306582620,-0.6097738341,0.450964610534
1403715893884058112.0000000000,0.8948999103,2.1151410054,0.9880006383,0.3748375241,0.5329242517,-0.6128535727,0.447100738989
1403715893934057984.0000000000,0.8906275008,2.1199294465,0.9965879007,0.3727350808,0.5341438518,-0.6148470890,0.444659377785
1403715893984058112.0000000000,0.8858677256,2.1251728621,1.0051518638,0.3691439682,0.5363270949,-0.6176439568,0.441137076956
1403715894034057984.0000000000,0.8810409516,2.1306964530,1.0139516747,0.3649525735,0.5387287215,-0.6212858295,0.436560307095
1403715894084058112.0000000000,0.8768677462,2.1364871418,1.0221995058,0.3597890187,0.5420132725,-0.6246706520,0.431925978653
1403715894134057984.0000000000,0.8733507292,2.1422839402,1.0302571483,0.3558063185,0.5443494586,-0.6247831388,0.432124472907
1403715894184058112.0000000000,0.8713106466,2.1482073780,1.0402632001,0.3531910595,0.5456654303,-0.6211579237,0.437799209141
1403715894234057984.0000000000,0.8703953330,2.1546915011,1.0529123539,0.3521659850,0.5458369922,-0.6168423001,0.444462229785
1403715894284058112.0000000000,0.8700714783,2.1621621690,1.0675858551,0.3503495739,0.5466899415,-0.6117673156,0.451803093672
1403715894334057984.0000000000,0.8701314696,2.1710425675,1.0839238124,0.3479055242,0.5479490134,-0.6081564983,0.457011267421
1403715894384058112.0000000000,0.8705699202,2.1815897938,1.1016952379,0.3461700368,0.5484165450,-0.6055623000,0.461193993516
1403715894434057984.0000000000,0.8709045807,2.1940703109,1.1187520059,0.3446357899,0.5486051989,-0.6049579192,0.462908656244
1403715894484058112.0000000000,0.8710908490,2.2086257642,1.1338504615,0.3432523791,0.5488856372,-0.6068939943,0.461066200491
1403715894534057984.0000000000,0.8713998893,2.2250311006,1.1464517413,0.3423542691,0.5490124718,-0.6101389825,0.457284684011
1403715894584058112.0000000000,0.8719954183,2.2428170258,1.1569574393,0.3411248803,0.5491511303,-0.6126509557,0.454670934493
1403715894634057984.0000000000,0.8733018541,2.2621747994,1.1661087874,0.3409911572,0.5488590972,-0.6149922416,0.451954936776
1403715894684058112.0000000000,0.8749634598,2.2830307114,1.1749445876,0.3419375957,0.5480021934,-0.6181935938,0.447893912962
1403715894734057984.0000000000,0.8777270470,2.3049179958,1.1850230261,0.3444188152,0.5462351213,-0.6197371609,0.446014263674
1403715894784058112.0000000000,0.8812452804,2.3278334682,1.1963201526,0.3481986032,0.5436029134,-0.6208390388,0.44476116414
1403715894834057984.0000000000,0.8855545280,2.3513270379,1.2085681653,0.3521342408,0.5409048000,-0.6209253248,0.444831670122
1403715894884058112.0000000000,0.8907073123,2.3754986294,1.2215235895,0.3557470703,0.5386486731,-0.6202070308,0.445695936575
1403715894934057984.0000000000,0.8961841981,2.4000824712,1.2349349610,0.3581197171,0.5369861960,-0.6190895417,0.447352470575
1403715894984058112.0000000000,0.9017841383,2.4250829719,1.2490108307,0.3603738007,0.5355132604,-0.6185219931,0.448092418792
1403715895034057984.0000000000,0.9073488870,2.4504054754,1.2634184299,0.3618780740,0.5344869302,-0.6183140921,0.448392310875
1403715895084058112.0000000000,0.9128505192,2.4758779739,1.2777104445,0.3617140819,0.5343104612,-0.6180085091,0.449155581953
1403715895134057984.0000000000,0.9182631699,2.5018961812,1.2922492529,0.3628443012,0.5333939599,-0.6187970112,0.448246757439
1403715895184058112.0000000000,0.9235668900,2.5279573467,1.3064038641,0.3634228435,0.5328135045,-0.6194242851,0.447601565343
1403715895234057984.0000000000,0.9284604692,2.5541676864,1.3202252941,0.3643009860,0.5320604817,-0.6205240845,0.446258104689
1403715895284058112.0000000000,0.9332620482,2.5801314888,1.3337170008,0.3645613930,0.5317246905,-0.6205511447,0.44640802082
1403715895334057984.0000000000,0.9381679466,2.6061516122,1.3467687350,0.3646845876,0.5315437131,-0.6209193266,0.446010787448
1403715895384058112.0000000000,0.9430340501,2.6324109000,1.3595248580,0.3648436295,0.5313064563,-0.6208824739,0.44621466709
1403715895434057984.0000000000,0.9473722603,2.6588737755,1.3716397909,0.3646805639,0.5311432701,-0.6209242898,0.446483974256
1403715895484058112.0000000000,0.9515630205,2.6853854081,1.3839487973,0.3644791093,0.5311371384,-0.6215299578,0.44581255112
1403715895534057984.0000000000,0.9554390798,2.7117251524,1.3962461019,0.3643863371,0.5310265576,-0.6218024933,0.445640047385
1403715895584058112.0000000000,0.9592289659,2.7380130029,1.4084468674,0.3642295312,0.5307306193,-0.6229094110,0.444573642927
1403715895634057984.0000000000,0.9634735685,2.7641897451,1.4206833166,0.3640546857,0.5307589783,-0.6223228736,0.445503460972
1403715895684058112.0000000000,0.9678311376,2.7903178532,1.4326945471,0.3637040381,0.5307254778,-0.6227244081,0.445268628435
1403715895734057984.0000000000,0.9720288293,2.8164277150,1.4445269148,0.3637507829,0.5304957894,-0.6232902292,0.444712126683
1403715895784058112.0000000000,0.9760430570,2.8425314015,1.4558350980,0.3635604203,0.5303568346,-0.6236524798,0.444525627183
1403715895834057984.0000000000,0.9801254593,2.8683253896,1.4670027290,0.3636158344,0.5301817835,-0.6237797070,0.444510605679
1403715895884058112.0000000000,0.9841579199,2.8938792359,1.4779900764,0.3632119979,0.5304154044,-0.6238379352,0.444480341494
1403715895934057984.0000000000,0.9882644178,2.9194605969,1.4893599843,0.3639405306,0.5299111002,-0.6239482882,0.44433101371
1403715895984058112.0000000000,0.9919595730,2.9449987638,1.5003807377,0.3648504406,0.5290885961,-0.6250188500,0.44305851822
1403715896034057984.0000000000,0.9956105832,2.9703840833,1.5114485587,0.3656350240,0.5285765831,-0.6258259187,0.44188204819
1403715896084058112.0000000000,0.9996547078,2.9956149307,1.5224314108,0.3675928139,0.5274541815,-0.6271791163,0.43967484078
1403715896134057984.0000000000,1.0038706954,3.0204644147,1.5330110819,0.3698416668,0.5259966907,-0.6291984772,0.436639323896
1403715896184058112.0000000000,1.0081163202,3.0448639788,1.5433909182,0.3735784794,0.5234043093,-0.6309311154,0.434065635976
1403715896234057984.0000000000,1.0123223488,3.0685081289,1.5534918924,0.3787443565,0.5194881992,-0.6338262527,0.430056978583
1403715896284058112.0000000000,1.0164370573,3.0908614468,1.5641959075,0.3858029192,0.5143340526,-0.6361538069,0.426526580387
1403715896334057984.0000000000,1.0202760416,3.1114779087,1.5754956001,0.3933427261,0.5086874542,-0.6390614112,0.422041569677
1403715896384058112.0000000000,1.0233691251,3.1298121609,1.5866425043,0.3996764102,0.5039771616,-0.6418660457,0.417461096586
1403715896434057984.0000000000,1.0259400841,3.1452246056,1.5974417631,0.4045425668,0.5002602577,-0.6434334019,0.414823388298
1403715896484058112.0000000000,1.0277666978,3.1579109000,1.6080285601,0.4094649369,0.4965042508,-0.6452812384,0.411623757475
1403715896534057984.0000000000,1.0286998180,3.1671610753,1.6185804241,0.4134483209,0.4936257663,-0.6456978720,0.410448957699
1403715896584058112.0000000000,1.0287412154,3.1728597887,1.6294967654,0.4178853998,0.4902707725,-0.6460396498,0.409437581663
1403715896634057984.0000000000,1.0276413320,3.1747294500,1.6404547853,0.4212046136,0.4877848404,-0.6456035368,0.409693417478
1403715896684058112.0000000000,1.0252016272,3.1727889382,1.6513359748,0.4235982412,0.4859765327,-0.6451985956,0.41001233137
1403715896734057984.0000000000,1.0211627680,3.1673713888,1.6620525225,0.4257801747,0.4846696042,-0.6454322092,0.408930166235
1403715896784058112.0000000000,1.0156878262,3.1580766076,1.6720192634,0.4260566754,0.4848637672,-0.6469451820,0.406010798085
1403715896834057984.0000000000,1.0090010746,3.1449001462,1.6820461360,0.4264453068,0.4851340439,-0.6492318422,0.401605994493
1403715896884058112.0000000000,1.0012377918,3.1275393324,1.6923140213,0.4272031690,0.4846097233,-0.6517367055,0.397353916966
1403715896934057984.0000000000,0.9924803058,3.1062714124,1.7026727212,0.4291827543,0.4833361890,-0.6547633872,0.39175655527
1403715896984058112.0000000000,0.9828292130,3.0804504691,1.7133773690,0.4323321267,0.4809448528,-0.6582720113,0.385303698355
1403715897034057984.0000000000,0.9721853631,3.0496807509,1.7242981432,0.4356142504,0.4782583739,-0.6618000546,0.378853322987
1403715897084058112.0000000000,0.9610646691,3.0133314319,1.7349815307,0.4381029967,0.4762426753,-0.6643108608,0.374098594883
1403715897134057984.0000000000,0.9494286086,2.9710827128,1.7456665255,0.4388248263,0.4753109875,-0.6652976712,0.372681158189
1403715897184058112.0000000000,0.9373226931,2.9228653750,1.7561996870,0.4380529599,0.4756318687,-0.6651969885,0.373358937633
1403715897234057984.0000000000,0.9244194923,2.8690142876,1.7658686767,0.4333798669,0.4794061092,-0.6637868277,0.376482032625
1403715897284058112.0000000000,0.9112064055,2.8096147376,1.7749317817,0.4252045435,0.4859723156,-0.6601226062,0.383757930692
1403715897334057984.0000000000,0.8977329667,2.7457527326,1.7834641210,0.4141399018,0.4948973529,-0.6552067205,0.392770805009
1403715897384058112.0000000000,0.8841271447,2.6782214373,1.7921296618,0.4014623364,0.5048237917,-0.6491439691,0.403228271755
1403715897434057984.0000000000,0.8706229471,2.6086658578,1.8014076848,0.3912117637,0.5123272855,-0.6451686821,0.410160310314
1403715897484058112.0000000000,0.8576824856,2.5374934620,1.8109785635,0.3840595405,0.5173931611,-0.6413581405,0.416488081244
1403715897534057984.0000000000,0.8451739206,2.4653922715,1.8204801518,0.3788199332,0.5212170568,-0.6388028211,0.420427394056
1403715897584058112.0000000000,0.8335525447,2.3928566310,1.8298828198,0.3773418483,0.5218362080,-0.6386926990,0.421155241757
1403715897634057984.0000000000,0.8226157144,2.3200084524,1.8393875498,0.3793131285,0.5199473081,-0.6401795437,0.419459770728
1403715897684058112.0000000000,0.8119057354,2.2464270103,1.8479584401,0.3815400217,0.5180503011,-0.6414386855,0.417860634718
1403715897734057984.0000000000,0.8013873685,2.1723149562,1.8569507508,0.3866719993,0.5137576392,-0.6443686512,0.413916530881
1403715897784058112.0000000000,0.7913604251,2.0967100370,1.8656756184,0.3905860433,0.5106012152,-0.6458112237,0.411894167434
1403715897834057984.0000000000,0.7815120060,2.0195077874,1.8737384293,0.3938027968,0.5078860907,-0.6463409487,0.411356845267
1403715897884058112.0000000000,0.7718290539,1.9404907711,1.8817822898,0.3969389992,0.5053349120,-0.6455162294,0.412777004185
1403715897934057984.0000000000,0.7619478207,1.8595339427,1.8890414887,0.3961248533,0.5059912999,-0.6428554489,0.416887007279
1403715897984058112.0000000000,0.7523847928,1.7770183712,1.8963487065,0.3960008852,0.5061571800,-0.6406174420,0.420235054546
1403715898034057984.0000000000,0.7424376694,1.6928750239,1.9035831812,0.3952486700,0.5066698268,-0.6363401214,0.426773271523
1403715898084058112.0000000000,0.7318606465,1.6076073770,1.9109901545,0.3954590237,0.5056928701,-0.6316761813,0.434594159682
1403715898134057984.0000000000,0.7206964144,1.5213894930,1.9181102392,0.3944628382,0.5044099836,-0.6274342338,0.443052953976
1403715898184058112.0000000000,0.7085961465,1.4345900667,1.9252649276,0.3936366403,0.5013489776,-0.6251019037,0.450496401916
1403715898234057984.0000000000,0.6952016281,1.3474799996,1.9319208800,0.3902605262,0.4988603523,-0.6241318475,0.45748716648
1403715898284058112.0000000000,0.6803039105,1.2603623179,1.9372982778,0.3850657378,0.4964016241,-0.6255739000,0.462565779937
1403715898334057984.0000000000,0.6632547472,1.1735584896,1.9416192951,0.3788611579,0.4934589689,-0.6287970155,0.466451264702
1403715898384058112.0000000000,0.6445502136,1.0872333133,1.9447223033,0.3716062559,0.4904019578,-0.6337480715,0.468804961783
1403715898434057984.0000000000,0.6247025326,1.0016609404,1.9464606896,0.3628913438,0.4876507937,-0.6404991804,0.469326513028
1403715898484058112.0000000000,0.6041210554,0.9168487885,1.9476234742,0.3545358542,0.4836074950,-0.6481857028,0.469343598637
1403715898534057984.0000000000,0.5830754377,0.8326707331,1.9477906027,0.3453195361,0.4798949314,-0.6561166452,0.46900556577
1403715898584058112.0000000000,0.5620787315,0.7490449930,1.9477113254,0.3369344280,0.4750838480,-0.6630564528,0.470241075358
1403715898634057984.0000000000,0.5413577541,0.6662013763,1.9456825883,0.3286846741,0.4694945080,-0.6702745985,0.47145864561
1403715898684058112.0000000000,0.5208232752,0.5839125877,1.9421124548,0.3230798885,0.4614645303,-0.6749322235,0.476588256889
1403715898734057984.0000000000,0.5003146992,0.5025940339,1.9356191966,0.3180492873,0.4533050092,-0.6795328764,0.481242443454
1403715898784058112.0000000000,0.4792826156,0.4223587903,1.9254591480,0.3116898934,0.4470684339,-0.6844286065,0.484289901216
1403715898834057984.0000000000,0.4583596086,0.3430378625,1.9122586886,0.3062263214,0.4413577029,-0.6889752443,0.486561333157
1403715898884058112.0000000000,0.4377847505,0.2646476976,1.8963405012,0.3010791595,0.4367575483,-0.6926995042,0.488632357358
1403715898934057984.0000000000,0.4175933815,0.1874850765,1.8773558820,0.2972022648,0.4324696243,-0.6966951423,0.489138749933
1403715898984058112.0000000000,0.3980485190,0.1112738372,1.8555912628,0.2927424721,0.4298456578,-0.6993280304,0.490382362553
1403715899034057984.0000000000,0.3794535368,0.0360249423,1.8314687921,0.2909963688,0.4264096923,-0.7012145854,0.491725525997
1403715899084058112.0000000000,0.3610692162,-0.0383446681,1.8044537320,0.2877898391,0.4249619348,-0.7038339840,0.491123289454
1403715899134057984.0000000000,0.3434711766,-0.1115622828,1.7764885723,0.2844478951,0.4242872454,-0.7074999650,0.488378467792
1403715899184058112.0000000000,0.3269184704,-0.1841634870,1.7493819947,0.2795724006,0.4253651558,-0.7108112459,0.48543911027
1403715899234057984.0000000000,0.3114820949,-0.2562308416,1.7237926514,0.2723371628,0.4287562523,-0.7131928313,0.483069903069
1403715899284058112.0000000000,0.2976558267,-0.3273545475,1.7011581753,0.2661961393,0.4321174675,-0.7150411274,0.480760122913
