# accelerometer data
# file: 'rgbd_dataset_freiburg1_xyz.bag'
# timestamp ax ay az
1305031098.546530 -0.371192 8.824788 -3.017431
1305031098.547543 -0.371192 8.824788 -3.017431
1305031098.551169 -0.371192 8.824788 -3.209014
1305031098.552151 -0.371192 8.824788 -3.209014
1305031098.555404 -0.191583 8.824788 -3.580206
1305031098.556541 -0.191583 8.824788 -3.580206
1305031098.560008 -0.478957 8.800840 -3.400597
1305031098.561184 -0.478957 8.800840 -3.400597
1305031098.562393 -0.478957 8.800840 -3.400597
1305031098.563420 -0.478957 8.800840 -3.400597
1305031098.566916 -0.371192 8.681100 -3.999293
1305031098.570152 -0.275400 8.585309 -4.166928
1305031098.571156 -0.275400 8.585309 -4.166928
1305031098.572422 -0.275400 8.585309 -4.166928
1305031098.573403 -0.275400 8.585309 -4.166928
1305031098.576569 -0.275400 8.393726 -4.358511
1305031098.577510 -0.275400 8.393726 -4.358511
1305031098.581212 -0.083818 8.106352 -4.550094
1305031098.582194 -0.083818 8.106352 -4.550094
1305031098.585392 0.011974 8.010560 -4.741677
1305031098.586367 0.011974 8.010560 -4.741677
1305031098.590072 0.059870 7.818977 -4.933260
1305031098.591181 0.059870 7.818977 -4.933260
1305031098.592257 0.059870 7.818977 -4.933260
1305031098.593397 0.059870 7.818977 -4.933260
1305031098.596564 0.119739 7.627394 -4.837468
1305031098.597553 0.119739 7.627394 -4.837468
1305031098.601177 0.287374 7.615421 -4.837468
1305031098.602189 0.287374 7.615421 -4.837468
1305031098.605431 0.191583 7.435812 -4.741677
1305031098.606417 0.191583 7.435812 -4.741677
1305031098.610070 0.191583 7.435812 -4.645885
1305031098.611026 0.191583 7.435812 -4.645885
1305031098.612285 0.191583 7.435812 -4.645885
1305031098.613309 0.191583 7.435812 -4.645885
1305031098.616408 0.287374 7.435812 -4.550094
1305031098.617544 0.287374 7.435812 -4.550094
1305031098.621044 0.107765 7.435812 -4.358511
1305031098.622133 0.107765 7.435812 -4.358511
1305031098.625282 0.287374 7.435812 -4.358511
1305031098.626433 0.287374 7.435812 -4.358511
1305031098.627728 0.287374 7.435812 -4.358511
1305031098.629041 0.287374 7.435812 -4.358511
1305031098.632472 0.095791 7.818977 -3.999293
1305031098.633433 0.095791 7.818977 -3.999293
1305031098.636572 0.191583 8.010560 -3.783762
1305031098.637589 0.191583 8.010560 -3.783762
1305031098.641186 0.143687 8.058456 -3.879554
1305031098.642195 0.143687 8.058456 -3.879554
1305031098.645434 0.191583 8.345830 -3.783762
1305031098.646415 0.191583 8.345830 -3.783762
1305031098.650074 0.143687 8.393726 -3.592179
1305031098.651078 0.143687 8.393726 -3.592179
1305031098.652273 0.143687 8.393726 -3.592179
1305031098.653272 0.143687 8.393726 -3.592179
1305031098.656397 0.107765 8.417674 -3.592179
1305031098.657393 0.107765 8.417674 -3.592179
1305031098.661046 0.143687 8.393726 -3.544284
1305031098.662074 0.143687 8.393726 -3.544284
1305031098.665317 -0.083818 8.441622 -3.592179
1305031098.666292 -0.083818 8.441622 -3.592179
1305031098.667563 -0.083818 8.441622 -3.592179
1305031098.668555 -0.083818 8.441622 -3.592179
1305031098.672154 -0.083818 8.489518 -3.616127
1305031098.673192 -0.083818 8.489518 -3.616127
1305031098.676441 0.011974 8.393726 -3.963371
1305031098.677425 0.011974 8.393726 -3.963371
1305031098.681097 0.095791 8.393726 -3.975345
1305031098.682057 0.095791 8.393726 -3.975345
1305031098.685405 0.107765 8.106352 -4.358511
1305031098.686432 0.107765 8.106352 -4.358511
1305031098.690053 0.107765 8.010560 -4.550094
1305031098.691080 0.107765 8.010560 -4.550094
1305031098.692453 0.107765 8.010560 -4.550094
1305031098.695449 0.107765 7.818977 -4.406407
1305031098.696443 0.107765 7.818977 -4.406407
1305031098.697981 0.107765 7.818977 -4.406407
1305031098.701180 0.107765 7.723186 -4.645885
1305031098.702318 0.107765 7.723186 -4.645885
1305031098.705445 0.191583 7.914769 -4.741677
1305031098.706413 0.191583 7.914769 -4.741677
1305031098.710060 0.287374 7.818977 -4.933260
1305031098.711198 0.287374 7.818977 -4.933260
1305031098.712303 0.287374 7.818977 -4.933260
1305031098.713304 0.287374 7.818977 -4.933260
1305031098.716535 0.287374 7.818977 -5.124843
1305031098.717630 0.287374 7.818977 -5.124843
1305031098.721162 0.191583 7.603447 -4.789573
1305031098.722153 0.191583 7.603447 -4.789573
1305031098.725485 0.287374 7.435812 -4.933260
1305031098.726431 0.287374 7.435812 -4.933260
1305031098.730034 0.478957 7.435812 -4.741677
1305031098.731204 0.478957 7.435812 -4.741677
1305031098.732452 0.478957 7.435812 -4.741677
1305031098.733486 0.478957 7.435812 -4.741677
1305031098.736590 0.287374 7.627394 -4.406407
1305031098.737580 0.287374 7.627394 -4.406407
1305031098.741191 0.287374 7.627394 -4.166928
1305031098.742332 0.287374 7.627394 -4.166928
1305031098.745454 0.287374 7.675290 -4.071137
1305031098.746432 0.287374 7.675290 -4.071137
1305031098.750086 0.287374 7.962665 -3.879554
1305031098.751061 0.287374 7.962665 -3.879554
1305031098.752315 0.287374 7.962665 -3.879554
1305031098.753283 0.287374 7.962665 -3.879554
1305031098.756410 0.287374 8.010560 -4.071137
1305031098.757537 0.287374 8.010560 -4.071137
1305031098.761197 0.119739 8.010560 -3.687971
1305031098.762162 0.119739 8.010560 -3.687971
1305031098.765440 0.191583 8.010560 -3.975345
1305031098.766563 0.191583 8.010560 -3.975345
1305031098.770042 0.143687 8.010560 -4.023241
1305031098.771218 0.143687 8.010560 -4.023241
1305031098.772314 0.143687 8.010560 -4.023241
1305031098.773466 0.143687 8.010560 -4.023241
1305031098.776568 0.119739 8.106352 -3.975345
1305031098.777584 0.119739 8.106352 -3.975345
1305031098.781224 0.191583 8.034508 -4.166928
1305031098.782205 0.191583 8.034508 -4.166928
1305031098.785419 0.191583 8.010560 -4.550094
1305031098.786419 0.191583 8.010560 -4.550094
1305031098.790197 0.287374 7.627394 -4.933260
1305031098.791213 0.287374 7.627394 -4.933260
1305031098.792420 0.287374 7.627394 -4.933260
1305031098.793419 0.287374 7.627394 -4.933260
1305031098.796448 0.107765 7.818977 -4.933260
1305031098.797616 0.107765 7.818977 -4.933260
1305031098.801098 0.119739 8.010560 -4.837468
1305031098.802214 0.119739 8.010560 -4.837468
1305031098.805324 0.107765 8.010560 -4.933260
1305031098.806444 0.107765 8.010560 -4.933260
1305031098.807573 0.107765 8.010560 -4.933260
1305031098.808716 0.107765 8.010560 -4.933260
1305031098.812339 0.011974 8.381752 -4.789573
1305031098.813341 0.011974 8.381752 -4.789573
1305031098.816427 -0.083818 8.393726 -4.789573
1305031098.817549 -0.083818 8.393726 -4.789573
1305031098.821053 -0.083818 8.345830 -4.933260
1305031098.822197 -0.083818 8.345830 -4.933260
1305031098.825468 0.095791 8.010560 -4.933260
1305031098.826446 0.095791 8.010560 -4.933260
1305031098.830051 0.095791 8.010560 -4.933260
1305031098.831124 0.095791 8.010560 -4.933260
1305031098.832345 0.095791 8.010560 -4.933260
1305031098.833380 0.095791 8.010560 -4.933260
1305031098.836455 0.011974 7.818977 -4.741677
1305031098.837572 0.011974 7.818977 -4.741677
1305031098.841075 0.107765 7.723186 -4.645885
1305031098.842283 0.107765 7.723186 -4.645885
1305031098.845465 0.059870 7.818977 -4.550094
1305031098.846466 0.059870 7.818977 -4.550094
1305031098.848203 0.059870 7.818977 -4.550094
1305031098.851354 0.107765 8.202143 -3.951397
1305031098.852354 0.107765 8.202143 -3.951397
1305031098.855435 0.107765 8.297935 -3.951397
1305031098.856428 0.107765 8.297935 -3.951397
1305031098.860063 0.107765 8.393726 -3.975345
1305031098.861058 0.107765 8.393726 -3.975345
1305031098.862344 0.107765 8.393726 -3.975345
1305031098.863405 0.107765 8.393726 -3.975345
1305031098.866642 0.107765 8.202143 -4.166928
1305031098.867599 0.107765 8.202143 -4.166928
1305031098.871196 0.191583 7.914769 -4.454303
1305031098.872215 0.191583 7.914769 -4.454303
1305031098.875479 0.059870 8.202143 -4.382459
1305031098.876426 0.059870 8.202143 -4.382459
1305031098.880065 -0.083818 8.345830 -4.370485
1305031098.881102 -0.083818 8.345830 -4.370485
1305031098.882330 -0.083818 8.345830 -4.370485
1305031098.883473 -0.083818 8.345830 -4.370485
1305031098.886563 0.095791 8.297935 -4.741677
1305031098.887653 0.095791 8.297935 -4.741677
1305031098.891245 -0.083818 8.202143 -4.550094
1305031098.892200 -0.083818 8.202143 -4.550094
1305031098.895482 -0.191583 8.202143 -4.741677
1305031098.896449 -0.191583 8.202143 -4.741677
1305031098.900096 -0.191583 7.818977 -4.933260
1305031098.901237 -0.191583 7.818977 -4.933260
1305031098.902472 -0.191583 7.818977 -4.933260
1305031098.903460 -0.191583 7.818977 -4.933260
1305031098.906576 -0.239479 7.651342 -5.124843
1305031098.907576 -0.239479 7.651342 -5.124843
1305031098.911198 -0.083818 7.627394 -5.124843
1305031098.912196 -0.083818 7.627394 -5.124843
1305031098.915572 -0.083818 7.723186 -4.933260
1305031098.916734 -0.083818 7.723186 -4.933260
1305031098.917732 -0.083818 7.723186 -4.933260
1305031098.921191 0.011974 7.818977 -4.933260
1305031098.922352 0.011974 7.818977 -4.933260
1305031098.925465 0.095791 7.675290 -4.741677
1305031098.926603 0.095791 7.675290 -4.741677
1305031098.930123 0.107765 8.010560 -4.693781
1305031098.931089 0.107765 8.010560 -4.693781
1305031098.932359 0.107765 8.010560 -4.693781
1305031098.933342 0.107765 8.010560 -4.693781
1305031098.936468 0.107765 7.914769 -4.645885
1305031098.937466 0.107765 7.914769 -4.645885
1305031098.941071 0.107765 8.010560 -4.645885
1305031098.942063 0.107765 8.010560 -4.645885
1305031098.945343 0.083818 8.010560 -4.693781
1305031098.946317 0.083818 8.010560 -4.693781
1305031098.947569 0.083818 8.010560 -4.693781
1305031098.948572 0.083818 8.010560 -4.693781
1305031098.952332 0.095791 7.723186 -5.124843
1305031098.955445 -0.083818 7.651342 -5.124843
1305031098.956966 -0.083818 7.651342 -5.124843
1305031098.960377 -0.239479 7.627394 -5.508009
1305031098.961358 -0.239479 7.627394 -5.508009
1305031098.962615 -0.239479 7.627394 -5.508009
1305031098.963616 -0.239479 7.627394 -5.508009
1305031098.967199 -0.191583 7.292124 -5.795383
1305031098.968354 -0.191583 7.292124 -5.795383
1305031098.971584 -0.275400 7.340020 -5.603800
1305031098.972576 -0.275400 7.340020 -5.603800
1305031098.976079 -0.478957 7.627394 -5.699591
1305031098.977129 -0.478957 7.627394 -5.699591
1305031098.980475 -0.371192 7.627394 -5.699591
1305031098.981490 -0.371192 7.627394 -5.699591
1305031098.983002 -0.371192 7.627394 -5.699591
1305031098.986228 -0.478957 7.627394 -5.555904
1305031098.987232 -0.478957 7.627394 -5.555904
1305031098.990456 -0.371192 7.723186 -5.508009
1305031098.991482 -0.371192 7.723186 -5.508009
1305031098.995095 -0.191583 7.675290 -5.412217
1305031098.996085 -0.191583 7.675290 -5.412217
1305031098.997338 -0.191583 7.675290 -5.412217
1305031098.998352 -0.191583 7.675290 -5.412217
1305031099.001604 0.107765 8.010560 -5.124843
1305031099.002630 0.107765 8.010560 -5.124843
1305031099.006279 0.095791 8.010560 -4.933260
1305031099.007215 0.095791 8.010560 -4.933260
1305031099.010497 0.191583 8.202143 -4.789573
1305031099.011466 0.191583 8.202143 -4.789573
1305031099.015108 0.191583 8.010560 -4.789573
1305031099.016087 0.191583 8.010560 -4.789573
1305031099.017334 0.191583 8.010560 -4.789573
1305031099.018449 0.191583 8.010560 -4.789573
1305031099.021614 0.191583 7.962665 -4.933260
1305031099.022582 0.191583 7.962665 -4.933260
1305031099.026275 0.287374 7.818977 -5.029051
1305031099.027209 0.287374 7.818977 -5.029051
1305031099.030655 0.287374 7.627394 -5.508009
1305031099.031628 0.287374 7.627394 -5.508009
1305031099.035235 0.191583 7.627394 -5.508009
1305031099.036249 0.191583 7.627394 -5.508009
1305031099.037485 0.191583 7.627394 -5.508009
1305031099.038622 0.191583 7.627394 -5.508009
1305031099.041625 0.107765 7.723186 -5.939070
1305031099.042645 0.107765 7.723186 -5.939070
1305031099.046273 0.143687 7.627394 -6.178549
1305031099.047372 0.143687 7.627394 -6.178549
1305031099.050516 0.095791 7.818977 -6.298288
1305031099.051521 0.095791 7.818977 -6.298288
1305031099.055082 0.095791 7.986612 -6.657506
1305031099.056262 0.095791 7.986612 -6.657506
1305031099.057328 0.095791 7.986612 -6.657506
1305031099.058450 0.095791 7.986612 -6.657506
1305031099.061622 0.095791 7.818977 -7.040672
1305031099.062782 0.095791 7.818977 -7.040672
1305031099.066369 0.095791 7.627394 -7.411864
1305031099.067333 0.095791 7.627394 -7.411864
1305031099.070458 -0.083818 7.627394 -7.232255
1305031099.071508 -0.083818 7.627394 -7.232255
1305031099.075111 -0.263426 7.579499 -7.040672
1305031099.076085 -0.263426 7.579499 -7.040672
1305031099.077370 -0.263426 7.579499 -7.040672
1305031099.078497 -0.263426 7.579499 -7.040672
1305031099.081653 -0.275400 7.435812 -7.040672
1305031099.082602 -0.275400 7.435812 -7.040672
1305031099.086206 -0.083818 7.435812 -6.705402
1305031099.087191 -0.083818 7.435812 -6.705402
1305031099.090452 -0.083818 7.627394 -6.609610
1305031099.091483 -0.083818 7.627394 -6.609610
1305031099.095150 0.011974 7.579499 -6.274340
1305031099.096084 0.011974 7.579499 -6.274340
1305031099.097355 0.011974 7.579499 -6.274340
1305031099.098496 0.011974 7.579499 -6.274340
1305031099.101483 0.107765 7.435812 -6.082757
1305031099.102621 0.107765 7.435812 -6.082757
1305031099.106247 -0.083818 7.435812 -5.795383
1305031099.107244 -0.083818 7.435812 -5.795383
1305031099.110513 -0.083818 7.435812 -5.460113
1305031099.111663 -0.083818 7.435812 -5.460113
1305031099.115106 -0.083818 7.435812 -5.316426
1305031099.116084 -0.083818 7.435812 -5.316426
1305031099.117332 -0.083818 7.435812 -5.316426
1305031099.118455 -0.083818 7.435812 -5.316426
1305031099.121612 -0.275400 7.627394 -5.316426
1305031099.122609 -0.275400 7.627394 -5.316426
1305031099.126274 -0.275400 7.615421 -5.316426
1305031099.127228 -0.275400 7.615421 -5.316426
1305031099.130509 -0.083818 7.627394 -5.412217
1305031099.131502 -0.083818 7.627394 -5.412217
1305031099.135123 -0.275400 7.627394 -5.316426
1305031099.136084 -0.275400 7.627394 -5.316426
1305031099.137375 -0.275400 7.627394 -5.316426
1305031099.138372 -0.275400 7.627394 -5.316426
1305031099.141623 -0.191583 7.914769 -5.699591
1305031099.142601 -0.191583 7.914769 -5.699591
1305031099.146230 -0.275400 7.962665 -5.891174
1305031099.147213 -0.275400 7.962665 -5.891174
1305031099.150502 -0.275400 8.010560 -5.843279
1305031099.151465 -0.275400 8.010560 -5.843279
1305031099.155080 -0.478957 8.202143 -5.986966
1305031099.156197 -0.478957 8.202143 -5.986966
1305031099.157192 -0.478957 8.202143 -5.986966
1305031099.160452 -0.478957 8.106352 -6.286314
1305031099.161478 -0.478957 8.106352 -6.286314
1305031099.165064 -0.478957 8.010560 -6.322236
1305031099.166206 -0.478957 8.010560 -6.322236
1305031099.167336 -0.478957 8.010560 -6.322236
1305031099.168498 -0.478957 8.010560 -6.322236
1305031099.171607 -0.275400 8.010560 -6.465923
1305031099.172605 -0.275400 8.010560 -6.465923
1305031099.176232 -0.275400 7.914769 -6.370132
1305031099.177246 -0.275400 7.914769 -6.370132
1305031099.180492 -0.191583 7.651342 -6.370132
1305031099.181480 -0.191583 7.651342 -6.370132
1305031099.185082 0.011974 7.579499 -6.657506
1305031099.186199 0.011974 7.579499 -6.657506
1305031099.187358 0.011974 7.579499 -6.657506
1305031099.188452 0.011974 7.579499 -6.657506
1305031099.191628 0.011974 7.340020 -6.753297
1305031099.192606 0.011974 7.340020 -6.753297
1305031099.196232 -0.275400 7.340020 -6.465923
1305031099.197214 -0.275400 7.340020 -6.465923
1305031099.200485 -0.323296 7.268176 -6.657506
1305031099.201494 -0.323296 7.268176 -6.657506
1305031099.205080 -0.299348 7.244229 -6.753297
1305031099.206092 -0.299348 7.244229 -6.753297
1305031099.207342 -0.299348 7.244229 -6.753297
1305031099.208354 -0.299348 7.244229 -6.753297
1305031099.211659 -0.478957 7.340020 -6.992776
1305031099.212644 -0.478957 7.340020 -6.992776
1305031099.216208 -0.658566 7.615421 -6.657506
1305031099.217334 -0.658566 7.615421 -6.657506
1305031099.220484 -0.371192 7.818977 -6.849089
1305031099.221578 -0.371192 7.818977 -6.849089
1305031099.222582 -0.371192 7.818977 -6.849089
1305031099.226266 -0.478957 8.106352 -6.944880
1305031099.227332 -0.478957 8.106352 -6.944880
1305031099.230500 -0.275400 8.106352 -7.040672
1305031099.231497 -0.275400 8.106352 -7.040672
1305031099.235106 -0.371192 8.393726 -7.040672
1305031099.236088 -0.371192 8.393726 -7.040672
1305031099.237326 -0.371192 8.393726 -7.040672
1305031099.238494 -0.371192 8.393726 -7.040672
1305031099.241489 -0.083818 8.369778 -7.040672
1305031099.242631 -0.083818 8.369778 -7.040672
1305031099.246244 0.095791 8.106352 -6.944880
1305031099.247244 0.095791 8.106352 -6.944880
1305031099.250499 0.119739 8.010560 -6.669480
1305031099.251463 0.119739 8.010560 -6.669480
1305031099.255087 0.191583 7.675290 -6.609610
1305031099.256067 0.191583 7.675290 -6.609610
1305031099.257325 0.191583 7.675290 -6.609610
1305031099.258451 0.191583 7.675290 -6.609610
1305031099.261621 0.287374 7.340020 -6.609610
1305031099.262607 0.287374 7.340020 -6.609610
1305031099.266208 0.095791 7.244229 -6.274340
1305031099.267211 0.095791 7.244229 -6.274340
1305031099.270458 0.191583 7.052646 -6.465923
1305031099.271485 0.191583 7.052646 -6.465923
1305031099.275074 0.107765 7.148437 -6.465923
1305031099.276087 0.107765 7.148437 -6.465923
1305031099.277354 0.107765 7.148437 -6.465923
1305031099.278497 0.107765 7.148437 -6.465923
1305031099.281492 0.095791 7.244229 -6.465923
1305031099.282622 0.095791 7.244229 -6.465923
1305031099.286207 0.095791 7.196333 -6.657506
1305031099.287203 0.095791 7.196333 -6.657506
1305031099.290459 -0.083818 7.244229 -6.657506
1305031099.291502 -0.083818 7.244229 -6.657506
1305031099.295105 -0.191583 7.268176 -6.705402
1305031099.296089 -0.191583 7.268176 -6.705402
1305031099.297369 -0.191583 7.268176 -6.705402
1305031099.298495 -0.191583 7.268176 -6.705402
1305031099.301478 -0.083818 7.435812 -7.040672
1305031099.302586 -0.083818 7.435812 -7.040672
1305031099.306220 -0.083818 7.531603 -6.992776
1305031099.307201 -0.083818 7.531603 -6.992776
1305031099.310514 0.011974 7.627394 -7.040672
1305031099.311469 0.011974 7.627394 -7.040672
1305031099.315109 -0.083818 7.675290 -7.064620
1305031099.316077 -0.083818 7.675290 -7.064620
1305031099.317331 -0.083818 7.675290 -7.064620
1305031099.318316 -0.083818 7.675290 -7.064620
1305031099.321456 0.011974 7.627394 -6.992776
1305031099.322582 0.011974 7.627394 -6.992776
1305031099.326231 0.011974 7.627394 -6.753297
1305031099.327221 0.011974 7.627394 -6.753297
1305031099.330501 0.083818 7.579499 -6.705402
1305031099.331501 0.083818 7.579499 -6.705402
1305031099.333003 0.083818 7.579499 -6.705402
1305031099.334085 0.083818 7.579499 -6.705402
1305031099.337329 0.107765 7.603447 -6.561715
1305031099.338456 0.107765 7.603447 -6.561715
1305031099.341466 0.107765 7.627394 -6.465923
1305031099.342592 0.107765 7.627394 -6.465923
1305031099.346247 0.059870 7.639368 -6.657506
1305031099.347233 0.059870 7.639368 -6.657506
1305031099.350531 0.107765 7.531603 -6.657506
1305031099.351535 0.107765 7.531603 -6.657506
1305031099.355083 0.107765 7.340020 -6.849089
1305031099.356204 0.107765 7.340020 -6.849089
1305031099.357325 0.107765 7.340020 -6.849089
1305031099.358452 0.107765 7.340020 -6.849089
1305031099.361625 -0.083818 7.340020 -7.040672
1305031099.362587 -0.083818 7.340020 -7.040672
1305031099.366277 -0.323296 7.435812 -7.232255
1305031099.367233 -0.323296 7.435812 -7.232255
1305031099.370485 -0.191583 7.244229 -7.375942
1305031099.371636 -0.191583 7.244229 -7.375942
1305031099.375217 -0.371192 7.603447 -7.328046
1305031099.376239 -0.371192 7.603447 -7.328046
1305031099.377499 -0.371192 7.603447 -7.328046
1305031099.378505 -0.371192 7.603447 -7.328046
1305031099.381619 -0.191583 7.603447 -7.519629
1305031099.382626 -0.191583 7.603447 -7.519629
1305031099.386206 -0.191583 7.627394 -7.519629
1305031099.387203 -0.191583 7.627394 -7.519629
1305031099.390454 -0.275400 7.627394 -7.232255
1305031099.391500 -0.275400 7.627394 -7.232255
1305031099.395113 -0.275400 7.627394 -7.040672
1305031099.396086 -0.275400 7.627394 -7.040672
1305031099.397356 -0.275400 7.627394 -7.040672
1305031099.398497 -0.275400 7.627394 -7.040672
1305031099.401622 -0.083818 7.675290 -6.944880
1305031099.402627 -0.083818 7.675290 -6.944880
1305031099.406280 -0.083818 7.639368 -6.849089
1305031099.407276 -0.083818 7.639368 -6.849089
1305031099.410604 0.095791 7.627394 -7.040672
1305031099.411622 0.095791 7.627394 -7.040672
1305031099.415109 0.107765 7.627394 -7.088568
1305031099.416218 0.107765 7.627394 -7.088568
1305031099.417331 0.107765 7.627394 -7.088568
1305031099.418454 0.107765 7.627394 -7.088568
1305031099.421460 0.191583 7.435812 -7.040672
1305031099.422612 0.191583 7.435812 -7.040672
1305031099.426247 0.107765 7.435812 -6.753297
1305031099.427230 0.107765 7.435812 -6.753297
1305031099.430481 0.191583 7.292124 -6.849089
1305031099.431618 0.191583 7.292124 -6.849089
1305031099.435121 0.478957 7.220281 -7.064620
1305031099.436212 0.478957 7.220281 -7.064620
1305031099.437354 0.478957 7.220281 -7.064620
1305031099.438478 0.478957 7.220281 -7.064620
1305031099.441606 0.287374 7.148437 -7.232255
1305031099.442598 0.287374 7.148437 -7.232255
1305031099.446257 0.095791 7.052646 -7.328046
1305031099.447228 0.095791 7.052646 -7.328046
1305031099.450530 0.107765 7.244229 -7.375942
1305031099.451523 0.107765 7.244229 -7.375942
1305031099.455083 -0.083818 7.244229 -7.136463
1305031099.456082 -0.083818 7.244229 -7.136463
1305031099.457330 -0.083818 7.244229 -7.136463
1305031099.458324 -0.083818 7.244229 -7.136463
1305031099.461654 0.059870 7.340020 -7.136463
1305031099.462609 0.059870 7.340020 -7.136463
1305031099.466133 -0.191583 7.531603 -7.423838
1305031099.467229 -0.191583 7.531603 -7.423838
1305031099.470457 -0.275400 7.435812 -7.328046
1305031099.471499 -0.275400 7.435812 -7.328046
1305031099.472752 -0.275400 7.435812 -7.328046
1305031099.474082 -0.275400 7.435812 -7.328046
1305031099.477357 -0.083818 7.435812 -7.040672
1305031099.478477 -0.083818 7.435812 -7.040672
1305031099.481635 -0.239479 7.675290 -7.064620
1305031099.482607 -0.239479 7.675290 -7.064620
1305031099.486212 -0.083818 7.615421 -7.040672
1305031099.487205 -0.083818 7.615421 -7.040672
1305031099.490459 0.143687 7.435812 -7.232255
1305031099.491482 0.143687 7.435812 -7.232255
1305031099.495222 0.287374 7.531603 -6.609610
1305031099.496219 0.287374 7.531603 -6.609610
1305031099.497497 0.287374 7.531603 -6.609610
1305031099.498481 0.287374 7.531603 -6.609610
1305031099.501479 0.478957 7.340020 -6.370132
1305031099.502624 0.478957 7.340020 -6.370132
1305031099.506077 0.526853 7.232255 -6.298288
1305031099.507222 0.526853 7.232255 -6.298288
1305031099.510380 0.478957 6.908959 -6.082757
1305031099.511466 0.478957 6.908959 -6.082757
1305031099.512604 0.478957 6.908959 -6.082757
1305031099.513730 0.478957 6.908959 -6.082757
